loan_id,age,gender,region,employment_status,employment_length,annual_income,credit_score,dti,loan_amount,purpose,interest_rate,ip_risk_score,has_document_mismatch,income_mismatch_ratio
2030,33,Female,Gisborne,Employed,0,67058.83,669,19.77,38557.38,home_improvement,0.203242657,62.7,0,1.32
2031,46,Male,Auckland,Student,8,65514.67,683,9.5,50414.11,car,0.189643589,53,0,1
2032,28,Female,Wellington,Student,13,40153.94,652,14.07,8792.72,home_improvement,0.224552681,56.6,0,1.12
2033,43,Female,Bay of Plenty,Student,10,97467.08,682,30.42,15669.02,medical,0.181630296,38.2,1,0.85
2034,43,Male,Hawke's Bay,Employed,2,35563.6,688,22.15,19302.79,education,0.211718473,35.3,0,1.16
2035,49,Male,Taranaki,Self-employed,2,85398.68,793,8.8,42342.1,education,0.099971798,68.4,0,0.74
2036,66,Male,Waikato,Employed,0,86810.27,714,26.52,4636.54,small_business,0.141975501,32.4,0,1.01
2037,42,Male,Manawatu-Whanganui,Employed,5,50748.31,667,23.22,24622.89,medical,0.188830105,34.2,0,0.97
2038,33,Female,Southland,Self-employed,4,78647.71,674,3.61,8553.92,small_business,0.193322022,21.4,0,1
2039,38,Female,Canterbury,Employed,3,72659.85,637,27.26,11473.28,other,0.241923444,49.1,0,0.73
2040,20,Male,Waikato,Employed,12,63482.92,647,29.16,17344.26,car,0.22624507,29,0,0.67
2041,31,Male,Wellington,Part-time,1,65506.78,735,13.9,22349.19,home_improvement,0.164451033,44.2,0,0.91
2042,34,Male,Bay of Plenty,Employed,0,67454.71,650,22.21,28623.62,medical,0.245974853,32.1,0,1.1
2043,33,Female,West Coast,Part-time,0,70269.25,643,34.24,7431.88,small_business,0.231121387,53,0,1.08
2044,40,Male,Taranaki,Employed,1,67392.42,644,11.86,20589.19,vacation,0.227952971,27.7,0,0.96
2045,30,Female,Hawke's Bay,Employed,0,33517.54,636,30.04,26148.47,other,0.251238957,30,0,0.88
2046,49,Male,West Coast,Self-employed,3,59326.77,748,28.78,7943.61,home_improvement,0.113986294,45.5,0,1.21
2047,38,Female,Northland,Unemployed,2,76199.62,689,10.01,9110.69,debt_consolidation,0.18899711,49.5,0,0.68
2048,38,Female,Taranaki,Employed,1,68907.19,663,5.82,12839.6,car,0.187101456,46.7,0,0.57
2049,35,Male,Tasman,Student,7,115196.28,682,13.38,8038.59,vacation,0.196720237,41.5,0,0.98
2050,40,Female,Gisborne,Employed,1,94296.04,693,10,12350.41,other,0.196788889,40.1,0,0.91
2051,46,Other/Prefer not to say,Hawke's Bay,Part-time,6,38557.15,635,12.34,14884.26,medical,0.240472375,31.5,0,1.29
2052,29,Male,Canterbury,Employed,2,58815.83,597,24.7,19487.71,home_improvement,0.277505569,66.9,0,1.14
2053,31,Female,Marlborough,Student,4,53924.52,760,23.39,31492.38,small_business,0.129490696,28.6,0,1.39
2054,35,Male,Canterbury,Employed,14,64830.63,739,23.75,8644.96,vacation,0.147756523,45.4,0,1.07
2055,25,Female,Southland,Student,0,64883.83,703,15.54,11498.18,small_business,0.167115923,43.9,0,1.14
2056,30,Male,Hawke's Bay,Self-employed,3,93812.7,735,40.35,23115.66,other,0.143053121,2.6,0,1.02
2057,33,Female,Northland,Employed,10,72297.12,795,31.38,70000,medical,0.082400126,28.4,0,1.27
2058,47,Female,Marlborough,Part-time,4,136008.08,648,20.32,14766.56,home_improvement,0.22644665,64.6,0,1.12
2059,41,Female,Southland,Employed,2,75112.66,613,23.47,19206.41,other,0.28941476,43.4,0,1.22
2060,40,Female,Waikato,Employed,3,39489.43,720,20.33,17589.54,education,0.140135801,73.2,0,0.77
2061,47,Female,Northland,Unemployed,6,49107.85,592,20.15,12824.59,vacation,0.278163404,28.2,0,0.94
2062,37,Male,Auckland,Employed,11,93378.46,682,25.19,10263.66,debt_consolidation,0.200242182,39.8,0,0.98
2063,42,Female,Hawke's Bay,Employed,0,24677.36,662,17.79,25224.65,car,0.187235894,50,0,1.28
2064,37,Female,Hawke's Bay,Employed,0,28987.34,720,13.5,70000,home_improvement,0.141238995,24.2,0,0.67
2065,41,Female,Nelson,Student,2,65418.53,651,20.57,29433.59,vacation,0.258661355,27.2,0,0.98
2066,32,Female,Southland,Employed,1,115000.97,752,14.62,15602.64,small_business,0.119752322,11.2,0,0.96
2067,18,Female,Northland,Employed,2,142395.52,635,15.87,12336.46,vacation,0.224136761,28.4,0,0.67
2068,37,Female,Gisborne,Unemployed,1,57061.17,722,6.66,19268.36,car,0.167629451,40,0,0.96
2069,52,Male,Otago,Student,1,122840.22,640,21.42,16084.12,other,0.248948967,72.6,0,0.87
2070,47,Male,Otago,Part-time,1,67880.45,713,20.6,13045.33,home_improvement,0.144796852,47.8,0,0.59
2071,48,Male,Nelson,Unemployed,14,25933.57,619,20.03,8185.43,small_business,0.287635405,7.5,0,1.02
2072,50,Male,Wellington,Self-employed,1,64685.78,679,15.36,20794.1,medical,0.215694994,39.9,0,0.93
2073,39,Female,Otago,Employed,1,44837.39,759,20.79,51388.08,debt_consolidation,0.123993659,19.7,0,1.03
2074,40,Male,Canterbury,Employed,1,112767.23,687,20.16,18954.86,vacation,0.215499882,10.8,0,1.12
2075,32,Male,Auckland,Unemployed,14,64006.34,751,13.55,7262.91,medical,0.120120661,58.4,0,0.88
2076,35,Other/Prefer not to say,West Coast,Part-time,7,30193.88,678,27.51,9899.35,home_improvement,0.20774754,33.1,0,1.45
2077,44,Male,West Coast,Unemployed,8,26431.55,650,6.1,70000,other,0.239134658,23.4,0,1.01
2078,50,Male,Hawke's Bay,Employed,1,64186.91,690,25.77,8373.51,home_improvement,0.209838967,62.6,0,1.45
2079,37,Male,Southland,Employed,9,18000,717,20.91,34977.28,car,0.146530315,15.8,0,0.68
2080,33,Male,Taranaki,Self-employed,3,47631.2,566,23.74,8411.93,car,0.334806437,22.7,0,0.88
2081,38,Female,Tasman,Self-employed,2,74664.55,711,15.42,9867.08,small_business,0.154896852,70.7,0,1.11
2082,44,Female,Canterbury,Unemployed,4,34473.03,624,14.13,35979.7,education,0.221247756,53.3,0,1.16
2083,24,Female,Wellington,Employed,9,118011.2,609,14.62,20375.94,debt_consolidation,0.296331027,43.1,0,0.95
2084,18,Male,Bay of Plenty,Employed,8,132819.52,712,24.42,15212.35,small_business,0.169448394,59.4,0,0.69
2085,32,Female,Auckland,Part-time,11,35317.08,760,19.84,9808.53,medical,0.136871366,32.7,0,1.17
2086,26,Male,Otago,Self-employed,13,54356.31,693,11.22,36712.19,medical,0.199909085,8,0,1.21
2087,33,Male,West Coast,Employed,1,118061.2,599,17.79,9649.28,small_business,0.276809605,35.5,0,1.07
2088,37,Male,Southland,Employed,3,64949.03,640,17.94,7025.99,car,0.243984,10.4,0,0.91
2089,33,Male,Manawatu-Whanganui,Part-time,0,28154.3,655,26.77,21705.55,small_business,0.242232709,43.9,0,0.8
2090,53,Male,Waikato,Student,11,59644.06,692,5.97,9565.32,vacation,0.214724452,75.5,0,1.03
2091,41,Male,Taranaki,Employed,1,38963.69,676,18.23,12575.19,other,0.21568505,34.7,0,0.78
2092,41,Other/Prefer not to say,Hawke's Bay,Employed,10,126381.61,710,21.65,43130.26,vacation,0.143516917,35.2,0,0.93
2093,44,Male,Marlborough,Employed,2,93498.61,740,7.99,4572.08,vacation,0.120891255,46.9,0,1.31
2094,27,Male,Southland,Employed,2,53846.27,701,8.96,13741.73,other,0.171001964,53.1,0,0.72
2095,48,Male,Bay of Plenty,Self-employed,0,70787.05,734,16.22,21433.62,medical,0.154626444,69.9,0,1.23
2096,37,Female,Waikato,Self-employed,2,29651.55,664,7.24,14522.96,debt_consolidation,0.206079158,49.1,0,1.32
2097,45,Male,Northland,Self-employed,11,41352,850,14.08,5796.4,home_improvement,0.094592204,81.7,0,1.24
2098,27,Female,Northland,Unemployed,0,165067.55,713,13.07,8863.06,education,0.163893041,28.1,0,1.17
2099,22,Other/Prefer not to say,Auckland,Employed,3,67120.94,721,24.12,27166.9,vacation,0.179816899,34.7,0,0.94
2100,46,Male,Marlborough,Employed,0,113572.2,785,19.04,21742.79,education,0.085048381,28.5,0,0.9
2101,42,Male,Auckland,Employed,2,74708.59,685,28.69,8480.11,home_improvement,0.194444631,48.6,0,0.61
2102,29,Male,Auckland,Employed,1,143015.98,641,21.67,60108.71,car,0.256669145,79.1,0,1.07
2103,29,Female,Marlborough,Employed,1,19591.28,758,27.82,17536.59,medical,0.126932834,26.4,0,0.95
2104,49,Male,Canterbury,Self-employed,11,58058.82,762,15.95,33174.35,vacation,0.132163891,41.8,0,0.87
2105,26,Male,Canterbury,Unemployed,3,174383.39,689,30.81,10661.95,other,0.188499386,24.7,1,1.04
2106,54,Male,West Coast,Unemployed,2,115363.88,786,7.54,54829.06,other,0.089991829,19.9,0,1.13
2107,29,Female,Northland,Unemployed,4,143970.82,675,0,8066.63,vacation,0.201802311,35.3,0,0.93
2108,44,Male,Auckland,Self-employed,1,64736.72,736,14.93,33652.86,other,0.159650839,40.9,0,1.4
2109,35,Male,Taranaki,Unemployed,2,47092.96,771,30.96,3776.16,other,0.112072576,12.9,0,1.26
2110,44,Female,Wellington,Employed,4,35096.05,686,25.16,39237.35,small_business,0.193348403,52.1,0,1.2
2111,33,Female,Gisborne,Part-time,1,33657.31,707,13.2,18535.17,education,0.171354262,32.2,0,1
2112,36,Female,Auckland,Employed,6,105490.79,742,7.29,13148.72,car,0.119381173,54.6,1,1.11
2113,38,Male,Hawke's Bay,Employed,3,88439.08,658,0.78,12366.86,small_business,0.252076834,69.1,0,0.92
2114,28,Female,Taranaki,Employed,7,62454.81,631,16.24,15695.14,education,0.24427289,37.2,1,1.17
2115,45,Female,Marlborough,Part-time,15,88173.08,760,12.48,4039.21,education,0.126822072,70.7,0,1.01
2116,33,Male,Hawke's Bay,Part-time,1,70799.95,698,22.17,10904.87,home_improvement,0.209023868,43.3,0,0.83
2117,36,Female,Manawatu-Whanganui,Unemployed,2,115783.02,650,26.01,29948.6,car,0.226503373,34.7,0,1.04
2118,28,Male,West Coast,Self-employed,2,115122.79,686,17.26,35932.92,debt_consolidation,0.182541428,21.9,0,0.99
2119,18,Female,Nelson,Employed,1,34290.31,711,9.23,7194.61,education,0.159569151,18.5,0,1.52
2120,36,Male,Marlborough,Part-time,8,76598.3,586,19.99,38635.64,small_business,0.260053712,39.2,0,1.08
2121,62,Female,Southland,Self-employed,7,23880.62,723,28.07,5455.19,car,0.140524313,37.2,0,1.43
2122,46,Male,Northland,Part-time,3,70400.45,705,19.85,22475.34,vacation,0.166287702,11.9,0,1.29
2123,38,Female,Auckland,Employed,4,93407.33,779,17.44,18362.01,medical,0.122330987,9,0,1
2124,35,Male,Otago,Employed,0,29552.13,667,10.4,10544.18,medical,0.219072518,16.7,0,1
2125,38,Other/Prefer not to say,Southland,Student,4,50628.25,763,27.19,45806.8,other,0.127721131,36.5,0,0.73
2126,43,Female,Tasman,Employed,8,65372.59,677,20.09,12246.84,medical,0.215131737,5.8,0,0.84
2127,26,Male,Waikato,Part-time,4,74793.89,688,16.31,43744.2,education,0.215271504,23.6,1,1.27
2128,49,Female,West Coast,Employed,2,54994.05,697,14.26,17221.9,medical,0.21321046,34,1,0.96
2129,45,Other/Prefer not to say,Nelson,Part-time,6,32169.36,806,18.74,11333.34,medical,0.086857698,0,0,1.15
2130,45,Male,Auckland,Employed,2,62927.48,606,5.18,31552.68,debt_consolidation,0.291375099,40.7,0,0.63
2131,42,Male,Wellington,Unemployed,4,24119.99,710,1.56,7250.27,debt_consolidation,0.144328831,44.1,0,1.21
2132,38,Female,Manawatu-Whanganui,Employed,3,56531.75,683,12.22,23457.19,education,0.195273951,25.2,0,1.2
2133,45,Male,Auckland,Self-employed,2,49877.16,678,24.08,30304.45,home_improvement,0.21011485,14.6,0,0.74
2134,44,Male,Gisborne,Employed,6,59969.01,715,11.47,7757.65,medical,0.161209935,39,0,1.08
2135,34,Male,Waikato,Part-time,11,46469.4,746,17.34,19487.93,education,0.125892699,34.4,0,1.4
2136,32,Male,Waikato,Self-employed,0,26305.52,712,20.11,25959.31,education,0.153660825,33.9,0,1.27
2137,39,Male,Canterbury,Employed,14,52173.84,754,15.3,29516.17,vacation,0.131469784,65.5,0,0.95
2138,53,Male,Southland,Part-time,4,113622.25,665,0,19424.84,medical,0.18855962,22.2,0,1.1
2139,26,Female,Marlborough,Employed,6,138554.5,677,21.93,28131.79,small_business,0.194222751,25.6,0,1.39
2140,23,Female,Wellington,Employed,10,280896.94,620,37.98,27027.89,small_business,0.22923772,25,0,1.16
2141,40,Male,Wellington,Employed,3,179356.87,799,7.99,12865.9,home_improvement,0.081538779,15.3,0,1.23
2142,39,Female,Taranaki,Student,9,31697.08,669,25.68,10569.38,other,0.20689874,9.4,0,1.12
2143,40,Female,Otago,Employed,1,50872.61,662,1.36,16414.98,small_business,0.202202824,37.1,0,1.17
2144,40,Female,Wellington,Employed,1,64117.41,716,26.78,15466.63,education,0.150389786,38.6,0,0.9
2145,36,Male,Gisborne,Part-time,5,61747.37,746,0.88,15279.3,home_improvement,0.115964286,36.9,0,1.07
2146,53,Male,Manawatu-Whanganui,Unemployed,10,67769.16,638,19.08,32509.29,other,0.235000198,0,0,1.11
2147,22,Female,Otago,Employed,11,275597.68,751,18.33,11948.22,small_business,0.120491406,44,0,0.9
2148,30,Female,Canterbury,Unemployed,5,33959.08,662,25.31,8431.78,small_business,0.200512323,56.4,0,1.09
2149,37,Female,Marlborough,Part-time,4,42362.71,766,26.59,37906.9,education,0.128645966,57.3,0,1.15
2150,22,Female,Wellington,Employed,2,174283.42,648,15.7,24839.88,vacation,0.234584652,17.8,0,1.56
2151,36,Male,Southland,Student,20,44916.2,724,12.87,12227,home_improvement,0.179580977,27.7,0,0.62
2152,55,Female,Marlborough,Employed,2,82313.54,683,13.72,5666.24,other,0.197811213,15.1,0,1.44
2153,38,Male,Canterbury,Self-employed,7,120926.35,612,15.65,34784.31,small_business,0.27411463,0,0,1.02
2154,40,Male,Tasman,Employed,4,87032.94,595,19.73,9332.18,other,0.273658673,40,0,1.32
2155,25,Female,Southland,Self-employed,5,72926.1,635,20.05,7116.31,car,0.248774233,56.4,0,1.26
2156,32,Male,Marlborough,Employed,3,114154.61,740,13.54,49095.05,education,0.111783441,63,0,1.43
2157,34,Male,Waikato,Unemployed,17,38036.5,563,22,30011.31,other,0.323781177,45.1,0,0.85
2158,35,Female,Auckland,Employed,4,48258.38,700,23.32,14978.87,car,0.166514027,51.7,0,0.95
2159,51,Male,Wellington,Employed,14,89637.15,695,37.37,17649.08,debt_consolidation,0.202921593,62.4,0,0.96
2160,44,Other/Prefer not to say,West Coast,Employed,0,18778.71,579,28.35,19373.11,vacation,0.313900595,41.5,0,0.96
2161,27,Other/Prefer not to say,Gisborne,Student,4,152069.49,632,22.06,12433.22,small_business,0.257638765,32.3,0,1.34
2162,40,Female,Waikato,Employed,6,77977.68,632,16.07,27099.5,other,0.236146035,16.1,0,1.05
2163,43,Male,West Coast,Employed,7,71250.82,683,3.66,42278.15,car,0.192743208,27.4,0,0.74
2164,49,Male,Auckland,Employed,12,24436.54,768,4.47,29811.25,debt_consolidation,0.124824632,52.8,0,0.91
2165,54,Male,Auckland,Unemployed,0,30036.75,744,23.96,13849.79,education,0.137047243,41.1,0,0.72
2166,28,Male,Waikato,Employed,0,51174.28,658,18.15,16555.68,other,0.257239132,62.3,0,0.95
2167,30,Male,Nelson,Unemployed,3,105514.16,630,10.04,8554.71,car,0.254317764,24.8,0,1.18
2168,25,Other/Prefer not to say,Nelson,Employed,0,18698.02,586,16.65,23305.87,home_improvement,0.294804053,1.5,0,0.99
2169,36,Male,Hawke's Bay,Employed,18,104314.06,657,13.65,4239.2,vacation,0.239495906,46.4,0,0.99
2170,43,Female,Nelson,Employed,1,52371.81,626,16.93,16003.75,education,0.223523792,59.1,0,0.92
2171,48,Male,Nelson,Part-time,3,56845.28,678,10.24,7947.55,education,0.210321181,57.2,0,1.17
2172,37,Female,Otago,Employed,0,75682.2,680,23.02,8914.1,vacation,0.213643978,65.2,0,1.11
2173,35,Female,Hawke's Bay,Employed,4,76399.61,651,15.42,15214.27,medical,0.24888259,52,0,1.24
2174,40,Male,Northland,Employed,2,42390.75,653,25.51,10480.29,vacation,0.232439462,14.3,0,1.57
2175,30,Male,Nelson,Self-employed,0,94569.34,638,15.85,11556.98,home_improvement,0.225674367,21.2,0,1.05
2176,59,Female,West Coast,Employed,2,18000,649,18.95,4221.95,medical,0.236407613,0,0,1.11
2177,22,Female,Gisborne,Student,2,49607.2,766,16.89,12983.22,education,0.11860634,53,0,0.72
2178,40,Female,Bay of Plenty,Employed,23,71278.61,711,13.13,70000,medical,0.159805992,11.9,0,0.99
2179,58,Male,Auckland,Employed,1,52847.88,712,2.16,25944.08,debt_consolidation,0.140770549,22.8,0,1.06
2180,38,Male,Taranaki,Employed,4,21720.16,741,27.76,17059.14,small_business,0.136185427,9,0,0.85
2181,36,Female,Otago,Self-employed,22,102432.46,735,23.89,13137.91,education,0.171854595,14.4,0,1.01
2182,34,Female,Marlborough,Self-employed,8,30733.54,765,12.04,5149.9,car,0.133780976,35,1,1.04
2183,36,Male,Auckland,Employed,25,62419.57,715,24.19,17823.19,education,0.164305696,44.6,0,0.95
2184,52,Female,Manawatu-Whanganui,Part-time,17,71250.94,692,0.69,23210.48,other,0.209095175,28.4,0,1.78
2185,18,Male,Taranaki,Employed,3,65777.88,645,18.94,34810.66,home_improvement,0.237564997,36.1,0,1.08
2186,53,Male,Tasman,Unemployed,6,131078.17,631,17.88,5964.37,car,0.229963964,45.6,0,1.55
2187,24,Male,Gisborne,Employed,1,62955.6,733,26.97,31683.87,home_improvement,0.149393763,48.6,0,1.36
2188,35,Male,Northland,Employed,3,84003.67,673,22.73,27609.11,education,0.185475405,65.6,0,0.9
2189,34,Female,Northland,Student,8,62855.9,598,8.33,2891.43,vacation,0.298980774,36.5,0,0.99
2190,44,Male,Manawatu-Whanganui,Unemployed,4,93893.48,554,22.83,5508.08,vacation,0.326872485,31.2,0,1
2191,22,Male,Waikato,Employed,6,149977.37,809,24,5775.31,debt_consolidation,0.097881138,10.5,0,1.16
2192,43,Female,Otago,Self-employed,7,70591.69,621,25.06,32853.56,car,0.221235822,45.3,0,0.81
2193,58,Female,Canterbury,Employed,1,103907.13,639,14.58,14397.74,education,0.245292132,5.9,0,1.03
2194,24,Female,Otago,Self-employed,10,155646.07,754,36.04,14401.55,education,0.125076371,70.5,0,1.1
2195,40,Female,Taranaki,Employed,3,146745.21,607,17.51,40788.63,other,0.269632217,71.9,0,1.09
2196,31,Male,Hawke's Bay,Student,1,51584.11,712,19.3,10470.93,home_improvement,0.141236312,7.1,0,1.31
2197,42,Female,Southland,Employed,10,121055.21,789,11.12,17151.86,medical,0.083319096,27.6,1,1.13
2198,38,Female,Canterbury,Employed,3,75463.57,807,35.64,6141.75,education,0.093952383,31.3,0,1.25
2199,32,Female,West Coast,Employed,7,127068.37,653,7.96,24679.47,debt_consolidation,0.237988423,21.3,0,1.15
2200,43,Male,Southland,Employed,4,91429.49,679,12.66,17038.03,medical,0.202584928,48.8,0,1.42
2201,56,Male,Southland,Employed,2,76691.29,656,30.16,20915.48,car,0.258634495,0,0,0.68
2202,36,Female,Marlborough,Employed,8,84332.77,679,13.91,25972.43,education,0.195741554,17.7,0,1.19
2203,45,Male,Northland,Unemployed,4,75756.94,758,15.93,17659.53,home_improvement,0.115502365,0,0,1.13
2204,25,Female,Northland,Employed,2,77554.98,596,15.14,10524.34,debt_consolidation,0.261942244,66.3,0,0.89
2205,28,Female,Waikato,Unemployed,1,59091.55,719,24.92,43952.22,small_business,0.143509601,51,0,1.07
2206,43,Female,Tasman,Employed,11,55888.17,668,22.08,40418.26,other,0.187285259,28.2,0,1.22
2207,53,Female,Bay of Plenty,Part-time,0,187221.47,762,23.09,17670.36,other,0.113272837,9.4,0,1.19
2208,42,Female,Otago,Part-time,10,86565.73,759,31.65,12395.7,debt_consolidation,0.134886733,59.1,0,0.65
2209,35,Male,Waikato,Student,2,46081.17,656,23.37,43451.78,education,0.258638425,29.5,0,1.24
2210,38,Female,Marlborough,Unemployed,5,55033.21,673,21.61,20961.08,education,0.21572672,44.9,0,0.95
2211,25,Female,Taranaki,Employed,13,122503.84,734,21.93,23678.74,other,0.146718834,34.9,0,1.23
2212,44,Male,Canterbury,Unemployed,1,41790.76,739,25.65,25818.25,other,0.151125653,36.9,0,0.67
2213,47,Male,Manawatu-Whanganui,Part-time,4,26713.54,532,9.61,14090.24,car,0.305586197,29,0,1.56
2214,33,Male,Nelson,Employed,7,27919.29,733,18.57,6064.44,education,0.16322315,56.8,0,0.9
2215,33,Female,Auckland,Employed,7,23034.7,779,29.04,4788.55,other,0.111467291,43.9,0,1.22
2216,41,Male,Southland,Employed,4,29817.59,695,0,8486.57,debt_consolidation,0.21756272,31.8,0,1.03
2217,34,Female,West Coast,Employed,5,32004.22,737,18.41,27894.97,vacation,0.157927925,0,0,0.87
2218,37,Male,Hawke's Bay,Employed,7,149236.11,757,22.17,24059.41,small_business,0.115305772,43.6,0,1.09
2219,59,Male,Taranaki,Employed,9,63223.73,693,14.34,23165.7,debt_consolidation,0.207381019,46.9,0,1.31
2220,36,Female,Marlborough,Employed,7,52270.34,729,9.04,8595.57,vacation,0.153238711,57.4,0,0.74
2221,34,Male,Auckland,Part-time,2,27339.69,681,18.06,40807.27,education,0.188932989,30.2,0,1.21
2222,32,Female,Southland,Employed,29,59651.03,677,29.31,70000,education,0.18617135,91.4,0,1.07
2223,45,Female,Marlborough,Student,3,22919.55,640,14.9,5653.72,small_business,0.25068563,2.4,0,1.15
2224,36,Female,Otago,Employed,0,52077.71,690,11.32,11971.33,other,0.194749442,0,0,1.1
2225,32,Male,Manawatu-Whanganui,Employed,2,224322.31,793,20.03,7865.04,small_business,0.090999179,59.3,0,1
2226,51,Female,Northland,Employed,1,96802.17,626,0,10492.34,car,0.232299451,54.7,0,0.81
2227,52,Female,Waikato,Employed,1,57311.91,717,12.5,8755.68,small_business,0.163126617,11.5,0,1.22
2228,32,Female,Canterbury,Employed,2,98816.19,699,11.12,3566.78,home_improvement,0.216000958,35.1,0,1.2
2229,19,Female,Waikato,Self-employed,0,47534.77,768,26.55,49493.05,education,0.126094116,10.4,0,1.31
2230,48,Female,Canterbury,Self-employed,6,40204.57,780,21.5,17615.73,vacation,0.099267511,14.9,0,1.08
2231,31,Female,Southland,Self-employed,0,180704.85,625,21.96,15907.59,vacation,0.256127694,4.5,0,1.21
2232,46,Female,Bay of Plenty,Employed,1,32753.91,646,14.24,19918.06,car,0.243814262,6.6,0,1.29
2233,18,Male,Bay of Plenty,Employed,0,52557.85,649,19,1686.4,medical,0.220998612,31.3,0,0.66
2234,47,Male,Marlborough,Self-employed,0,78101.34,651,25.55,10769.19,debt_consolidation,0.235713965,69.7,0,0.63
2235,26,Male,Nelson,Employed,2,37064.02,656,24.28,13838.61,car,0.223206732,33.5,0,1.38
2236,45,Male,Waikato,Employed,4,96038.6,701,10.56,34964.62,vacation,0.145372084,46.3,1,0.81
2237,38,Male,West Coast,Employed,17,54078.17,629,11.86,16141.05,education,0.256647909,26.5,0,0.87
2238,28,Male,Gisborne,Employed,10,96808.37,637,23.38,48840.08,education,0.222162829,66.8,0,0.97
2239,34,Female,Canterbury,Employed,10,92386.21,633,16.9,44549.38,small_business,0.25856715,26.5,0,0.66
2240,45,Male,Canterbury,Employed,1,56181.08,710,21.56,7142.73,small_business,0.170959999,17.6,0,0.91
2241,39,Female,Tasman,Employed,2,181414.14,676,19.94,12341.74,home_improvement,0.198448029,68.8,0,0.83
2242,44,Male,Auckland,Self-employed,0,43605.61,666,16.64,19938.53,vacation,0.208099616,27,0,1
2243,58,Male,Southland,Employed,8,146015.03,629,24.21,8160.68,home_improvement,0.228581455,41.4,0,1.12
2244,22,Male,Tasman,Employed,0,131544.77,584,7.05,9647.1,other,0.296997333,69.6,1,1.03
2245,54,Male,Waikato,Part-time,4,188089.25,778,16.79,14018.54,other,0.137234735,6.6,0,0.98
2246,39,Female,Tasman,Unemployed,1,72155.31,663,8.53,13541.66,vacation,0.191068971,37.2,0,1.05
2247,29,Female,Wellington,Employed,1,40497.32,843,16.38,8446.98,other,0.082913574,56.7,0,1.15
2248,25,Male,Nelson,Part-time,23,225984.23,726,16.99,11165.21,vacation,0.174953549,28.1,0,1.43
2249,36,Male,Southland,Employed,7,53173.83,790,18.25,19147.59,education,0.091532486,16.6,0,1.12
2250,47,Male,Gisborne,Employed,9,39895.43,740,20.25,14248.19,education,0.115490837,56.8,0,1.45
2251,37,Female,Otago,Part-time,4,58004.19,690,17.67,7402.9,other,0.204873265,46.2,0,1.17
2252,53,Female,Gisborne,Student,10,36066.8,644,10.44,46699.59,home_improvement,0.25155204,24.9,0,0.73
2253,23,Female,Northland,Employed,5,89128.27,621,12.95,70000,home_improvement,0.254295785,57.9,0,0.75
2254,38,Female,Southland,Self-employed,15,45194.99,747,17.32,30157.18,small_business,0.135896527,2.4,0,0.88
2255,25,Female,Bay of Plenty,Self-employed,2,54701.81,696,14.13,15084.13,medical,0.183428954,32,0,1.4
2256,42,Male,Wellington,Employed,5,116169.99,717,11.41,11284.16,other,0.168734709,26.5,0,0.99
2257,47,Male,Bay of Plenty,Employed,6,94500.32,729,17.38,14046.68,vacation,0.152633414,15.2,0,0.72
2258,34,Female,Manawatu-Whanganui,Employed,2,65610.65,701,20.9,14867.48,car,0.151448803,53.4,0,1.04
2259,18,Female,Bay of Plenty,Part-time,11,72017.66,652,25.1,14340.47,small_business,0.248216267,68.9,0,0.63
2260,40,Female,Taranaki,Employed,20,65479.72,741,26.14,18734.25,home_improvement,0.113890207,43.6,0,0.78
2261,42,Female,Bay of Plenty,Unemployed,3,50183.9,668,15.25,22676.86,vacation,0.18991547,40.5,0,0.92
2262,42,Male,Auckland,Employed,2,64901.53,685,26.93,50758.59,vacation,0.210889241,38.9,0,1.09
2263,50,Female,Wellington,Employed,3,87260.01,723,15.74,22928.11,debt_consolidation,0.146268118,24.6,0,1.33
2264,27,Female,Manawatu-Whanganui,Self-employed,10,60261.29,676,36.28,10430.43,home_improvement,0.217500832,4.1,0,1.2
2265,45,Male,Canterbury,Self-employed,5,83617.08,571,17.41,8216.44,vacation,0.321263204,20.9,0,0.81
2266,50,Female,Marlborough,Employed,0,39345.67,742,15.56,17705.88,vacation,0.129472056,18.3,0,1.05
2267,20,Female,Canterbury,Employed,4,45243.14,755,14.06,13960.83,debt_consolidation,0.136282737,8.1,0,1.02
2268,41,Male,Manawatu-Whanganui,Self-employed,0,41837.58,570,9.73,42055.37,small_business,0.325182235,57.4,0,1.02
2269,33,Male,Hawke's Bay,Employed,8,46307.71,617,32.08,24584.12,small_business,0.282796919,25.2,0,0.96
2270,37,Male,Tasman,Employed,2,140709.28,801,26.14,8210.37,other,0.083761505,48.9,0,0.71
2271,41,Female,Gisborne,Self-employed,3,100485.21,694,27.16,12801.52,small_business,0.185543534,36,0,0.81
2272,33,Male,Nelson,Employed,8,34063.74,680,25.76,8937.84,other,0.189081632,12,0,1
2273,31,Female,Nelson,Employed,0,84511.38,654,25.74,52168.44,medical,0.241038935,70,0,0.44
2274,38,Female,Southland,Employed,1,51420.55,618,29.67,8769.71,vacation,0.294542128,49.2,1,1.14
2275,27,Male,Waikato,Part-time,3,43161.83,668,15.22,6224.19,education,0.189616791,36,0,0.78
2276,27,Female,Hawke's Bay,Employed,1,26654.12,738,12.02,10712.28,education,0.178876816,53.1,0,1.26
2277,45,Other/Prefer not to say,Wellington,Self-employed,2,116458.91,679,22.35,6059.07,small_business,0.198042224,63.4,1,1.16
2278,27,Male,Bay of Plenty,Employed,32,28676.25,717,22.26,6130.49,medical,0.144154867,20.4,0,0.92
